id_rumah_sakit,root_cause_primary,root_cause_secondary,root_cause_multilabel,root_cause_strength,root_cause_confidence_gap,cause_score_it_capability,cause_score_infrastructure,cause_score_adoption,cause_score_investment_conversion,cause_score_capacity,cause_score_integration
RS0125,Tidak ada bottleneck dominan,,Tekanan Kapasitas,0.668141592920354,0.11946902654867264,0.33628318584070793,0.1415929203539823,0.5486725663716814,0.0,0.668141592920354,0.0
RS0126,Tekanan Kapasitas,Kesenjangan Infrastruktur,Tekanan Kapasitas; Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif,0.9391891891891893,0.1283783783783785,0.6013513513513513,0.8108108108108107,0.6351351351351351,0.6756756756756757,0.9391891891891893,0.0
RS0127,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.8053097345132744,0.17699115044247793,0.8053097345132744,0.16371681415929207,0.3982300884955752,0.6283185840707964,0.38053097345132747,0.0
RS0128,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6351351351351351,0.054054054054053946,0.5810810810810811,0.05405405405405406,0.14864864864864868,0.5675675675675675,0.6351351351351351,0.0
RS0129,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.7945205479452055,0.1643835616438356,0.3972602739726028,0.7945205479452055,0.2465753424657534,0.6301369863013699,0.3904109589041096,0.0
RS0130,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5616438356164384,0.06849315068493156,0.0273972602739726,0.12328767123287676,0.3287671232876712,0.5616438356164384,0.4931506849315068,0.0
RS0131,Kesenjangan Integrasi,,Kesenjangan Integrasi,1.0,0.4601769911504424,0.1327433628318584,0.4247787610619469,0.21238938053097345,0.0,0.5398230088495576,1.0
RS0132,Kesenjangan Kapabilitas IT,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT; Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi,0.9734513274336283,0.23893805309734506,0.9734513274336283,0.3097345132743363,0.7256637168141593,0.7345132743362832,0.5265486725663717,0.0
RS0133,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6081081081081081,0.3513513513513513,0.04054054054054057,0.06756756756756754,0.2567567567567568,0.0,0.6081081081081081,0.0
RS0134,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6438356164383562,0.15068493150684936,0.23287671232876717,0.31506849315068497,0.4931506849315068,0.6438356164383562,0.32191780821917804,0.0
RS0135,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6194690265486726,0.15044247787610632,0.6194690265486726,0.4690265486725663,0.31858407079646023,0.0,0.2610619469026549,0.0
RS0136,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.589041095890411,0.06849315068493145,0.4657534246575342,0.589041095890411,0.5205479452054795,0.0,0.5205479452054794,0.0
RS0137,Tidak ada bottleneck dominan,,Kesenjangan Kapabilitas IT,0.6548672566371682,0.07079646017699115,0.6548672566371682,0.09734513274336287,0.20353982300884954,0.0,0.584070796460177,0.0
RS0138,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT,Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT,0.8053097345132744,0.008849557522123908,0.7964601769911505,0.40265486725663713,0.6283185840707964,0.8053097345132744,0.5929203539823009,0.0
RS0139,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.9734513274336283,0.4601769911504424,0.9734513274336283,0.4601769911504425,0.5132743362831859,0.0,0.252212389380531,0.0
RS0140,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi,0.7972972972972973,0.09459459459459463,0.22972972972972971,0.472972972972973,0.7027027027027026,0.7972972972972973,0.45945945945945943,0.0
RS0141,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6371681415929203,0.0840707964601769,0.08849557522123896,0.5530973451327434,0.1504424778761062,0.6371681415929203,0.22123893805309736,0.0
RS0142,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5540540540540541,0.027027027027027084,0.17567567567567566,0.0,0.45945945945945943,0.527027027027027,0.5540540540540541,0.0
RS0143,Tidak ada bottleneck dominan,,Kesenjangan Infrastruktur,0.7162162162162162,0.2567567567567568,0.2567567567567568,0.7162162162162162,0.4054054054054054,0.45945945945945943,0.42567567567567566,0.0
RS0144,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT,Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT; Kesenjangan Adopsi,0.8108108108108107,0.03378378378378377,0.777027027027027,0.6351351351351351,0.7432432432432432,0.8108108108108107,0.5540540540540541,0.0
RS0145,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5442477876106194,0.17256637168141586,0.22123893805309736,0.2920353982300885,0.37168141592920356,0.0,0.5442477876106194,0.0
RS0146,Kesenjangan Kapabilitas IT,Tekanan Kapasitas,Kesenjangan Kapabilitas IT; Tekanan Kapasitas; Kesenjangan Adopsi,0.9734513274336283,0.22123893805309724,0.9734513274336283,0.5663716814159292,0.7168141592920354,0.0,0.752212389380531,0.0
RS0147,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.7567567567567568,0.1351351351351351,0.05405405405405406,0.21621621621621623,0.3918918918918919,0.7567567567567568,0.6216216216216217,0.5
RS0148,Kesenjangan Integrasi,Kesenjangan Infrastruktur,Kesenjangan Integrasi; Kesenjangan Infrastruktur; Tekanan Kapasitas,1.0,0.22123893805309736,0.36283185840707965,0.7787610619469026,0.6194690265486726,0.0,0.7345132743362832,1.0
RS0149,Tidak ada bottleneck dominan,,Kesenjangan Infrastruktur,0.6575342465753424,0.02739726027397249,0.6301369863013699,0.6575342465753424,0.1643835616438356,0.0,0.2328767123287671,0.0
RS0150,Kesenjangan Integrasi,Gap Konversi Investasi — indikator relatif,Kesenjangan Integrasi; Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT,1.0,0.0821917808219178,0.7808219178082192,0.5753424657534247,0.6027397260273972,0.9178082191780822,0.4863013698630137,1.0
RS0151,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif; Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT,0.7945205479452055,0.06849315068493156,0.6712328767123288,0.7123287671232876,0.7945205479452055,0.726027397260274,0.5410958904109588,0.0
RS0152,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5743243243243243,0.08783783783783783,0.33108108108108103,0.4864864864864865,0.17567567567567566,0.0,0.5743243243243243,0.0
RS0153,Gap Konversi Investasi — indikator relatif,Kesenjangan Infrastruktur,Gap Konversi Investasi — indikator relatif; Kesenjangan Infrastruktur,0.9380530973451328,0.10619469026548678,0.4247787610619469,0.831858407079646,0.3097345132743363,0.9380530973451328,0.4070796460176991,0.0
RS0154,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.8648648648648649,0.3648648648648649,0.5,0.8648648648648649,0.06756756756756754,0.0,0.18243243243243246,0.0
RS0155,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.8783783783783784,0.4054054054054054,0.20270270270270274,0.1351351351351351,0.472972972972973,0.8783783783783784,0.2567567567567568,0.0
RS0156,Kesenjangan Adopsi,Kesenjangan Infrastruktur,Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.8141592920353982,0.04424778761061943,0.44690265486725667,0.7699115044247787,0.8141592920353982,0.0,0.49557522123893805,0.0
RS0157,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi,0.752212389380531,0.053097345132743445,0.5398230088495575,0.4424778761061947,0.6991150442477876,0.752212389380531,0.5265486725663717,0.0
RS0158,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.2465753424657534,0.0273972602739726,0.09589041095890416,0.2191780821917808,0.1917808219178082,0.0,0.2465753424657534,0.0
RS0159,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi; Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Tekanan Kapasitas,0.8407079646017699,0.10619469026548667,0.7345132743362832,0.7256637168141593,0.8407079646017699,0.5221238938053097,0.6592920353982301,0.0
RS0160,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.752212389380531,0.1415929203539823,0.752212389380531,0.415929203539823,0.36283185840707965,0.6106194690265487,0.3008849557522124,0.0
RS0161,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT,0.9452054794520548,0.1917808219178082,0.7534246575342466,0.9452054794520548,0.5068493150684932,0.5068493150684932,0.26712328767123283,0.0
RS0162,Tidak ada bottleneck dominan,,Gap Konversi Investasi — indikator relatif,0.7162162162162162,0.14864864864864868,0.5675675675675675,0.3918918918918919,0.18918918918918914,0.7162162162162162,0.3648648648648649,0.0
RS0163,Tidak ada bottleneck dominan,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT; Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi,0.7079646017699115,0.0,0.7079646017699115,0.4336283185840708,0.6814159292035398,0.7079646017699115,0.3761061946902655,0.0
RS0164,Tekanan Kapasitas,Kesenjangan Kapabilitas IT,Tekanan Kapasitas; Kesenjangan Kapabilitas IT; Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif; Kesenjangan Infrastruktur,0.9712389380530974,0.06858407079646023,0.9026548672566371,0.6814159292035398,0.8761061946902655,0.8584070796460177,0.9712389380530974,0.5
RS0165,Kesenjangan Infrastruktur,Gap Konversi Investasi — indikator relatif,Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi; Kesenjangan Kapabilitas IT,0.9734513274336283,0.0,0.7256637168141593,0.9734513274336283,0.9380530973451328,0.9734513274336283,0.6327433628318584,0.0
RS0166,Kesenjangan Integrasi,Gap Konversi Investasi — indikator relatif,Kesenjangan Integrasi; Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi; Kesenjangan Infrastruktur,1.0,0.18584070796460184,0.4601769911504425,0.7079646017699115,0.7345132743362832,0.8141592920353982,0.5796460176991151,1.0
RS0167,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.8672566371681416,0.3672566371681416,0.48672566371681414,0.8672566371681416,0.4513274336283186,0.0,0.5,0.0
RS0168,Kesenjangan Adopsi,Kesenjangan Infrastruktur,Kesenjangan Adopsi; Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif,0.9380530973451328,0.053097345132743334,0.2920353982300885,0.8849557522123894,0.9380530973451328,0.8849557522123894,0.18141592920353983,0.0
RS0169,Kesenjangan Adopsi,Kesenjangan Infrastruktur,Kesenjangan Adopsi; Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif,0.9189189189189189,0.09459459459459452,0.43243243243243246,0.8243243243243243,0.9189189189189189,0.8243243243243243,0.6013513513513513,0.0
RS0170,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT; Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif,0.7972972972972973,0.0,0.7972972972972973,0.527027027027027,0.7972972972972973,0.7432432432432432,0.3445945945945946,0.0
RS0171,Tekanan Kapasitas,,Tekanan Kapasitas,0.8835616438356164,0.32191780821917804,0.5205479452054795,0.06849315068493156,0.5616438356164384,0.0,0.8835616438356164,0.0
RS0172,Kesenjangan Infrastruktur,Kesenjangan Adopsi,Kesenjangan Infrastruktur; Kesenjangan Adopsi,0.8053097345132744,0.1504424778761062,0.5575221238938053,0.8053097345132744,0.6548672566371682,0.5929203539823009,0.48672566371681414,0.0
RS0173,Kesenjangan Adopsi,,Kesenjangan Adopsi,0.8108108108108107,0.42567567567567566,0.3851351351351351,0.17567567567567566,0.8108108108108107,0.0,0.35135135135135137,0.0
RS0174,Tidak ada bottleneck dominan,,Tekanan Kapasitas,0.6769911504424778,0.2256637168141592,0.017699115044247815,0.4513274336283186,0.12389380530973448,0.0,0.6769911504424778,0.0
RS0175,Tidak ada bottleneck dominan,,Kesenjangan Adopsi,0.7079646017699115,0.08849557522123885,0.3893805309734514,0.5398230088495575,0.7079646017699115,0.6194690265486726,0.6194690265486725,0.0
RS0176,Kesenjangan Kapabilitas IT,Tekanan Kapasitas,Kesenjangan Kapabilitas IT; Tekanan Kapasitas; Kesenjangan Adopsi,0.8918918918918919,0.11486486486486491,0.8918918918918919,0.5135135135135135,0.6756756756756757,0.0,0.777027027027027,0.0
RS0177,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.504424778761062,0.10619469026548678,0.3982300884955752,0.3008849557522124,0.09734513274336287,0.504424778761062,0.2920353982300885,0.0
RS0178,Kesenjangan Adopsi,Kesenjangan Infrastruktur,Kesenjangan Adopsi; Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif,0.8495575221238938,0.026548672566371723,0.6327433628318584,0.8230088495575221,0.8495575221238938,0.7876106194690266,0.3672566371681416,0.0
RS0179,Kesenjangan Infrastruktur,Gap Konversi Investasi — indikator relatif,Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif,0.7610619469026548,0.06194690265486724,0.5663716814159292,0.7610619469026548,0.08849557522123896,0.6991150442477876,0.19026548672566373,0.0
RS0180,Tekanan Kapasitas,,Tekanan Kapasitas,0.7964601769911503,0.4690265486725663,0.18584070796460173,0.1327433628318584,0.327433628318584,0.0,0.7964601769911503,0.0
RS0181,Tekanan Kapasitas,Kesenjangan Adopsi,Tekanan Kapasitas; Kesenjangan Adopsi,0.8698630136986301,0.19863013698630128,0.0547945205479452,0.17808219178082196,0.6712328767123288,0.0,0.8698630136986301,0.0
RS0182,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.9594594594594594,0.4054054054054054,0.5405405405405406,0.5540540540540541,0.43243243243243246,0.9594594594594594,0.3918918918918919,0.0
RS0183,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.7654867256637168,0.43805309734513276,0.7654867256637168,0.327433628318584,0.22123893805309736,0.0,0.2168141592920354,0.0
RS0184,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.9527027027027027,0.4864864864864865,0.9527027027027027,0.2567567567567568,0.31081081081081086,0.0,0.46621621621621623,0.0
RS0185,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.31858407079646023,0.053097345132743445,0.2654867256637168,0.31858407079646023,0.008849557522123908,0.0,0.20796460176991152,0.0
RS0186,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.9594594594594594,0.43918918918918914,0.5202702702702703,0.9594594594594594,0.33783783783783783,0.0,0.41216216216216217,0.0
RS0187,Kesenjangan Integrasi,Gap Konversi Investasi — indikator relatif,Kesenjangan Integrasi; Gap Konversi Investasi — indikator relatif; Kesenjangan Infrastruktur,1.0,0.1643835616438356,0.4383561643835616,0.7397260273972603,0.12328767123287676,0.8356164383561644,0.2534246575342466,1.0
RS0188,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.9469026548672567,0.0,0.9469026548672567,0.9469026548672567,0.15929203539823011,0.0,0.44690265486725667,0.0
RS0189,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT,0.8493150684931507,0.1095890410958904,0.7397260273972603,0.8493150684931507,0.4657534246575342,0.0,0.6027397260273972,0.0
RS0190,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi; Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.8356164383561644,0.1095890410958904,0.726027397260274,0.726027397260274,0.8356164383561644,0.5342465753424658,0.5821917808219178,0.0
RS0191,Tekanan Kapasitas,Kesenjangan Kapabilitas IT,Tekanan Kapasitas; Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.8716814159292035,0.15486725663716805,0.7168141592920354,0.6902654867256637,0.5221238938053097,0.0,0.8716814159292035,0.0
RS0192,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.9527027027027027,0.11486486486486491,0.9527027027027027,0.8378378378378378,0.4864864864864865,0.0,0.27702702702702703,0.0
RS0193,Kesenjangan Kapabilitas IT,Tekanan Kapasitas,Kesenjangan Kapabilitas IT; Tekanan Kapasitas; Kesenjangan Infrastruktur,0.8451327433628318,0.10176991150442471,0.8451327433628318,0.6504424778761062,0.5752212389380531,0.0,0.7433628318584071,0.0
RS0194,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.8378378378378378,0.31081081081081086,0.4864864864864865,0.32432432432432434,0.527027027027027,0.8378378378378378,0.3581081081081081,0.0
RS0195,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.584070796460177,0.053097345132743445,0.1504424778761062,0.48672566371681414,0.584070796460177,0.5309734513274336,0.29646017699115046,0.5
RS0196,Gap Konversi Investasi — indikator relatif,Kesenjangan Infrastruktur,Gap Konversi Investasi — indikator relatif; Kesenjangan Infrastruktur; Kesenjangan Adopsi,0.911504424778761,0.008849557522123908,0.36283185840707965,0.9026548672566371,0.752212389380531,0.911504424778761,0.33185840707964603,0.0
RS0197,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi; Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.9178082191780822,0.0273972602739726,0.8904109589041096,0.8904109589041096,0.9178082191780822,0.0,0.4931506849315068,0.0
RS0198,Kesenjangan Infrastruktur,Kesenjangan Adopsi,Kesenjangan Infrastruktur; Kesenjangan Adopsi,0.9380530973451328,0.1415929203539823,0.2566371681415929,0.9380530973451328,0.7964601769911505,0.0,0.31858407079646023,0.0
RS0199,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif,0.8493150684931507,0.1095890410958904,0.5342465753424658,0.6438356164383562,0.8493150684931507,0.7397260273972603,0.48630136986301364,0.0
RS0200,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT,Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT; Kesenjangan Adopsi,0.9315068493150684,0.013698630136986245,0.9178082191780822,0.6301369863013699,0.821917808219178,0.9315068493150684,0.2602739726027397,0.0
RS0201,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.8761061946902655,0.2831858407079646,0.17256637168141598,0.053097345132743334,0.5929203539823009,0.8761061946902655,0.5707964601769911,0.0
RS0202,Kesenjangan Integrasi,Kesenjangan Adopsi,Kesenjangan Integrasi; Kesenjangan Adopsi; Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT; Gap Konversi Investasi — indikator relatif,1.0,0.08108108108108114,0.777027027027027,0.9054054054054054,0.9189189189189189,0.6621621621621622,0.3918918918918919,1.0
RS0203,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif,0.9794520547945206,0.17123287671232879,0.9794520547945206,0.8082191780821918,0.8082191780821918,0.7671232876712328,0.5753424657534246,0.0
RS0204,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT,Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT,0.9452054794520548,0.23287671232876717,0.7123287671232876,0.3013698630136986,0.2191780821917808,0.9452054794520548,0.2054794520547945,0.0
RS0205,Tekanan Kapasitas,Kesenjangan Adopsi,Tekanan Kapasitas; Kesenjangan Adopsi,0.8125,0.0625,0.375,0.1875,0.75,0.0,0.8125,0.0
RS0206,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi; Kesenjangan Kapabilitas IT,0.9459459459459459,0.027027027027027084,0.8513513513513513,0.45945945945945943,0.9189189189189189,0.9459459459459459,0.3716216216216216,0.0
RS0207,Kesenjangan Adopsi,Kesenjangan Infrastruktur,Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.7610619469026548,0.08849557522123896,0.07079646017699115,0.6725663716814159,0.7610619469026548,0.0,0.6150442477876106,0.0
RS0208,Kesenjangan Infrastruktur,Tekanan Kapasitas,Kesenjangan Infrastruktur; Tekanan Kapasitas,0.9589041095890412,0.24657534246575352,0.2808219178082192,0.9589041095890412,0.5753424657534247,0.0,0.7123287671232876,0.0
RS0209,Kesenjangan Adopsi,Kesenjangan Infrastruktur,Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.8125,0.125,0.5,0.6875,0.8125,0.0,0.25,0.0
RS0210,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT,Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT; Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.9864864864864865,0.03378378378378377,0.9527027027027027,0.6756756756756757,0.9189189189189189,0.9864864864864865,0.22297297297297297,0.0
RS0211,Kesenjangan Integrasi,Kesenjangan Infrastruktur,Kesenjangan Integrasi; Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi; Kesenjangan Kapabilitas IT,1.0,0.05405405405405406,0.8648648648648649,0.9459459459459459,0.9189189189189189,0.9324324324324325,0.29054054054054057,1.0
RS0212,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif,0.9794520547945206,0.06164383561643838,0.9794520547945206,0.9178082191780822,0.36986301369863017,0.8767123287671232,0.6027397260273972,0.0
RS0213,Kesenjangan Integrasi,Kesenjangan Adopsi,Kesenjangan Integrasi; Kesenjangan Adopsi; Kesenjangan Kapabilitas IT; Tekanan Kapasitas; Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif,1.0,0.06194690265486724,0.911504424778761,0.8141592920353982,0.9380530973451328,0.7433628318584071,0.827433628318584,1.0
RS0214,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif; Kesenjangan Infrastruktur,0.9189189189189189,0.054054054054053946,0.31081081081081086,0.7837837837837838,0.9189189189189189,0.8648648648648649,0.4797297297297297,0.0
RS0215,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT,Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT,0.8938053097345133,0.20353982300884965,0.6902654867256637,0.40265486725663713,0.053097345132743334,0.8938053097345133,0.5,0.0
RS0216,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.972972972972973,0.05405405405405417,0.07432432432432434,0.8783783783783784,0.9189189189189189,0.972972972972973,0.32432432432432434,0.0
RS0217,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi,0.9375,0.0625,0.4375,0.625,0.875,0.9375,0.3125,0.0
RS0218,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.9734513274336283,0.5619469026548672,0.9734513274336283,0.24778761061946908,0.2920353982300885,0.0,0.41150442477876104,0.0
RS0219,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif,0.9189189189189189,0.027027027027026973,0.29054054054054057,0.3783783783783784,0.9189189189189189,0.8918918918918919,0.4391891891891892,0.0
RS0220,Kesenjangan Infrastruktur,Gap Konversi Investasi — indikator relatif,Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi,0.863013698630137,0.0,0.3561643835616438,0.863013698630137,0.7808219178082192,0.863013698630137,0.4383561643835616,0.0
RS0221,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi,0.9911504424778761,0.053097345132743334,0.0,0.12389380530973448,0.9380530973451328,0.9911504424778761,0.17256637168141595,0.0
RS0222,Tekanan Kapasitas,,Tekanan Kapasitas,0.78125,0.375,0.09375,0.40625,0.40625,0.0,0.78125,0.0
RS0223,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi; Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.9823008849557522,0.04424778761061943,0.8230088495575221,0.7345132743362832,0.9380530973451328,0.9823008849557522,0.4911504424778761,0.0
RS0224,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.9469026548672567,0.008849557522123908,0.2743362831858407,0.7964601769911505,0.9380530973451328,0.9469026548672567,0.4004424778761062,0.0
RS0225,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Kesenjangan Adopsi,0.8783783783783784,0.027027027027027084,0.8783783783783784,0.8513513513513513,0.8378378378378378,0.5810810810810811,0.2702702702702703,0.0
RS0226,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Gap Konversi Investasi — indikator relatif,0.8761061946902655,0.03539823008849563,0.8761061946902655,0.8407079646017699,0.6017699115044248,0.663716814159292,0.34513274336283184,0.0
RS0227,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.7808219178082192,0.4246575342465754,0.34246575342465757,0.2465753424657534,0.1095890410958904,0.7808219178082192,0.3561643835616438,0.0
RS0228,Kesenjangan Infrastruktur,Kesenjangan Adopsi,Kesenjangan Infrastruktur; Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT,0.9189189189189189,0.0,0.7297297297297297,0.9189189189189189,0.9189189189189189,0.9189189189189189,0.47297297297297297,0.0
RS0229,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.8407079646017699,0.24778761061946897,0.5929203539823009,0.030973451327433676,0.415929203539823,0.8407079646017699,0.5132743362831859,0.0
RS0230,Kesenjangan Infrastruktur,Kesenjangan Adopsi,Kesenjangan Infrastruktur; Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT; Tekanan Kapasitas,0.9863013698630136,0.02739726027397249,0.8767123287671232,0.9863013698630136,0.9589041095890412,0.8904109589041096,0.7054794520547945,0.0
RS0231,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT; Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif; Kesenjangan Infrastruktur,0.9452054794520548,0.013698630136986356,0.9452054794520548,0.6849315068493151,0.9315068493150684,0.904109589041096,0.5890410958904109,0.0
RS0232,Tekanan Kapasitas,,Tekanan Kapasitas,0.7808219178082192,0.15068493150684925,0.17123287671232879,0.36986301369863017,0.6301369863013699,0.0,0.7808219178082192,0.5
RS0233,Gap Konversi Investasi — indikator relatif,,Gap Konversi Investasi — indikator relatif,0.9589041095890412,0.6164383561643836,0.20547945205479456,0.20547945205479456,0.34246575342465757,0.9589041095890412,0.17123287671232876,0.0
